Order_Id,Name,Month,Category,Quantity,Platform,State,District,MRP,Discount_percent,Discount ,Amount,Profit,,
ORD018434,Mixer Grinder,October,Home,3,Meesho,Karnataka,Chennai,"? 8,264.00",26.84,27%,"? 18,137.83","? 5,741.83",,
ORD018435,Office Chair,January,Computer,5,Flipkart,Karnataka,Bangalore,"? 10,852.00",7.31,7%,"? 50,293.59","? 23,163.59",,
ORD018436,Tablet Stand,March,Computer,1,Amazon,Karnataka,Chennai,"? 8,125.00",26.49,26%,"? 5,972.69","? 1,910.19",,
ORD018437,Wireless Mouse,February,Fashion,2,Amazon,Kerala,Madurai,"? 8,483.00",28.18,28%,"? 12,184.98","? 3,701.98",,
ORD018438,LED Bulb,October,Fashion,4,Amazon,Tamil Nadu,Hyderabad,"? 7,351.00",25.69,26%,"? 21,850.11","? 7,148.11",,
ORD018439,Desk Lamp,June,Fashion,5,Meesho,Tamil Nadu,Pune,? 500.00,22.46,22%,"? 1,938.50",? 688.50,,
ORD018440,Laptop Bag,May,Fashion,5,Amazon,Maharashtra,Kochi,"? 3,115.00",22.87,23%,"? 12,013.00","? 4,225.50",,
ORD018441,Running Shoes,September,Home,2,Flipkart,Tamil Nadu,Chennai,"? 7,592.00",15.06,15%,"? 12,897.29","? 5,305.29",,
ORD018442,Headphones,May,Home,3,Meesho,Maharashtra,Salem,"? 15,554.00",5.24,5%,"? 44,216.91","? 20,885.91",,
ORD018443,Bluetooth Speaker,August,Fashion,2,Amazon,Karnataka,Salem,"? 14,744.00",26.67,27%,"? 21,623.55","? 6,879.55",,
ORD018444,Laptop Bag,August,Electronics,4,Meesho,Tamil Nadu,Chennai,"? 7,496.00",27.57,28%,"? 21,717.41","? 6,725.41",,
ORD018445,Office Chair,October,Home,2,Amazon,Telangana,Salem,"? 8,024.00",13.5,14%,"? 13,881.52","? 5,857.52",,
ORD018446,Mixer Grinder,December,Electronics,5,Meesho,Kerala,Bangalore,"? 19,440.00",26.17,26%,"? 71,762.76","? 23,162.76",,
ORD018447,Gaming Keyboard,November,Computer,3,Flipkart,Telangana,Pune,"? 17,378.00",29.83,30%,"? 36,582.43","? 10,515.43",,
ORD018448,Gaming Keyboard,November,Fashion,4,Flipkart,Kerala,Salem,"? 16,107.00",15.48,15%,"? 54,454.55","? 22,240.55",,
ORD018449,Desk Lamp,December,Home,4,Amazon,Telangana,Salem,"? 13,064.00",11.13,11%,"? 46,439.91","? 20,311.91",,
ORD018450,Tablet Stand,December,Fashion,3,Amazon,Karnataka,Salem,"? 18,437.00",16.41,16%,"? 46,234.46","? 18,578.96",,
ORD018451,Backpack,October,Fashion,2,Flipkart,Kerala,Salem,"? 1,523.00",24.41,24%,"? 2,302.47",? 779.47,,
ORD018452,Jeans,December,Home,2,Amazon,Kerala,Hyderabad,"? 9,411.00",25.12,25%,"? 14,093.91","? 4,682.91",,
ORD018453,Office Chair,November,Fashion,4,Amazon,Telangana,Bangalore,"? 13,400.00",12.47,12%,"? 46,916.08","? 20,116.08",,
ORD018454,Desk Lamp,December,Home,2,Flipkart,Kerala,Chennai,"? 5,859.00",17.29,17%,"? 9,691.96","? 3,832.96",,
ORD018455,Desk Lamp,June,Computer,1,Amazon,Kerala,Hyderabad,"? 11,375.00",10.72,11%,"? 10,155.60","? 4,468.10",,
ORD018456,Desk Lamp,October,Fashion,3,Amazon,Telangana,Madurai,"? 19,782.00",18.11,18%,"? 48,598.44","? 18,925.44",,
ORD018457,T-shirt,October,Fashion,5,Amazon,Kerala,Salem,"? 15,670.00",11.74,12%,"? 69,151.71","? 29,976.71",,
ORD018458,Sofa Cover,February,Fashion,5,Meesho,Telangana,Pune,"? 16,313.00",20.77,21%,"? 64,623.95","? 23,841.45",,
ORD018459,Desk Lamp,November,Electronics,2,Meesho,Karnataka,Salem,"? 5,214.00",27.77,28%,"? 7,532.14","? 2,318.14",,
ORD018460,Desk Lamp,February,Fashion,2,Meesho,Kerala,Madurai,"? 3,075.00",9.05,9%,"? 5,593.43","? 2,518.43",,
ORD018461,T-shirt,December,Fashion,4,Amazon,Karnataka,Kochi,"? 2,186.00",18.43,18%,"? 7,132.48","? 2,760.48",,
ORD018462,Bluetooth Speaker,April,Home,5,Amazon,Tamil Nadu,Chennai,"? 8,629.00",28.5,29%,"? 30,848.68","? 9,276.18",,
ORD018463,Power Bank,August,Home,5,Flipkart,Tamil Nadu,Chennai,"? 17,382.00",17.35,17%,"? 71,831.12","? 28,376.12",,
ORD018464,Laptop Bag,March,Computer,1,Amazon,Karnataka,Warangal,"? 1,984.00",29.98,30%,"? 1,389.20",? 397.20,,
ORD018465,LED Bulb,January,Home,5,Flipkart,Maharashtra,Warangal,"? 10,762.00",26.29,26%,"? 39,663.35","? 12,758.35",,
ORD018466,T-shirt,March,Fashion,2,Amazon,Kerala,Pune,"? 12,544.00",5.19,5%,"? 23,785.93","? 11,241.93",,
ORD018467,Sofa Cover,April,Home,2,Meesho,Maharashtra,Salem,"? 19,829.00",24.57,25%,"? 29,914.03","? 10,085.03",,
ORD018468,Bluetooth Speaker,February,Computer,1,Flipkart,Telangana,Hyderabad,"? 17,816.00",28.31,28%,"? 12,772.29","? 3,864.29",,
ORD018469,Gaming Keyboard,November,Home,3,Flipkart,Karnataka,Madurai,"? 4,819.00",16.92,17%,"? 12,010.88","? 4,782.38",,
ORD018470,Bluetooth Speaker,May,Computer,1,Flipkart,Maharashtra,Chennai,"? 7,149.00",13.98,14%,"? 6,149.57","? 2,575.07",,
ORD018471,Wireless Mouse,November,Electronics,5,Meesho,Kerala,Madurai,"? 18,430.00",24.28,24%,"? 69,775.98","? 23,700.98",,
ORD018472,Water Bottle,May,Computer,2,Amazon,Karnataka,Salem,"? 15,186.00",26.44,26%,"? 22,341.64","? 7,155.64",,
ORD018473,Power Bank,April,Electronics,2,Meesho,Tamil Nadu,Bangalore,"? 2,691.00",21.54,22%,"? 4,222.72","? 1,531.72",,
ORD018474,Backpack,July,Fashion,3,Amazon,Tamil Nadu,Madurai,"? 18,938.00",19.27,19%,"? 45,865.94","? 17,458.94",,
ORD018475,Water Bottle,November,Computer,5,Meesho,Maharashtra,Pune,"? 11,323.00",6.22,6%,"? 53,093.55","? 24,786.05",,
ORD018476,Headphones,September,Home,5,Meesho,Tamil Nadu,Madurai,"? 6,692.00",26.18,26%,"? 24,700.17","? 7,970.17",,
ORD018477,Laptop Bag,November,Home,3,Amazon,Maharashtra,Warangal,"? 9,991.00",9.84,10%,"? 27,023.66","? 12,037.16",,
ORD018478,Backpack,September,Electronics,1,Meesho,Karnataka,Salem,"? 9,874.00",23.07,23%,"? 7,596.07","? 2,659.07",,
ORD018479,T-shirt,September,Home,5,Amazon,Karnataka,Bangalore,"? 9,147.00",19.37,19%,"? 36,876.13","? 14,008.63",,
ORD018480,Sofa Cover,March,Computer,4,Flipkart,Karnataka,Bangalore,"? 13,525.00",21.49,21%,"? 42,473.91","? 15,423.91",,
ORD018481,Bluetooth Speaker,April,Electronics,3,Flipkart,Telangana,Bangalore,"? 16,569.00",7.46,7%,"? 45,998.86","? 21,145.36",,
ORD018482,Mobile Charger,November,Computer,1,Flipkart,Telangana,Pune,"? 4,814.00",14.38,14%,"? 4,121.75","? 1,714.75",,
ORD018483,Power Bank,September,Home,2,Meesho,Telangana,Pune,"? 8,190.00",25.76,26%,"? 12,160.51","? 3,970.51",,
ORD018484,Mixer Grinder,May,Home,5,Amazon,Karnataka,Bangalore,"? 8,128.00",27.62,28%,"? 29,415.23","? 9,095.23",,
ORD018485,Mobile Charger,August,Computer,5,Meesho,Karnataka,Salem,"? 13,713.00",5.28,5%,"? 64,944.77","? 30,662.27",,
ORD018486,Backpack,January,Fashion,1,Flipkart,Telangana,Hyderabad,"? 10,660.00",18.75,19%,"? 8,661.25","? 3,331.25",,
ORD018487,Tablet Stand,June,Home,1,Meesho,Kerala,Pune,"? 10,228.00",15.49,15%,"? 8,643.68","? 3,529.68",,
ORD018488,Laptop Bag,November,Electronics,5,Meesho,Maharashtra,Madurai,"? 11,064.00",26.57,27%,"? 40,621.48","? 12,961.48",,
ORD018489,T-shirt,September,Home,1,Amazon,Telangana,Bangalore,"? 8,270.00",28.82,29%,"? 5,886.59","? 1,751.59",,
ORD018490,Sofa Cover,October,Electronics,5,Amazon,Kerala,Chennai,"? 11,290.00",5.55,6%,"? 53,317.03","? 25,092.03",,
ORD018491,Bluetooth Speaker,February,Computer,5,Flipkart,Telangana,Hyderabad,"? 16,317.00",18.07,18%,"? 66,842.59","? 26,050.09",,
ORD018492,Water Bottle,June,Fashion,3,Amazon,Tamil Nadu,Warangal,"? 12,771.00",14.7,15%,"? 32,680.99","? 13,524.49",,
ORD018493,Office Chair,January,Computer,2,Meesho,Maharashtra,Madurai,"? 8,413.00",17.5,18%,"? 13,881.45","? 5,468.45",,
ORD018494,Headphones,September,Fashion,1,Amazon,Tamil Nadu,Warangal,"? 4,366.00",22.41,22%,"? 3,387.58","? 1,204.58",,
ORD018495,Wireless Mouse,December,Fashion,1,Amazon,Maharashtra,Bangalore,"? 6,596.00",13.6,14%,"? 5,698.94","? 2,400.94",,
ORD018496,Bluetooth Speaker,June,Electronics,2,Meesho,Karnataka,Bangalore,"? 18,055.00",14.21,14%,"? 30,978.77","? 12,923.77",,
ORD018497,Office Chair,May,Home,1,Meesho,Karnataka,Madurai,"? 14,699.00",23.31,23%,"? 11,272.66","? 3,923.16",,
ORD018498,Jeans,June,Home,2,Meesho,Kerala,Pune,"? 16,286.00",26.12,26%,"? 24,064.19","? 7,778.19",,
ORD018499,Backpack,November,Home,3,Meesho,Tamil Nadu,Bangalore,"? 5,822.00",14.94,15%,"? 14,856.58","? 6,123.58",,
ORD018500,Gaming Keyboard,September,Computer,5,Amazon,Kerala,Kochi,"? 9,611.00",28.64,29%,"? 34,292.05","? 10,264.55",,
ORD018501,Gaming Keyboard,March,Electronics,4,Meesho,Maharashtra,Pune,"? 14,572.00",11.57,12%,"? 51,544.08","? 22,400.08",,
ORD018502,Water Bottle,June,Fashion,3,Meesho,Maharashtra,Bangalore,"? 16,679.00",8.97,9%,"? 45,548.68","? 20,530.18",,
ORD018503,Jeans,April,Computer,2,Amazon,Kerala,Chennai,"? 4,152.00",15.14,15%,"? 7,046.77","? 2,894.77",,
ORD018504,USB Cable,May,Electronics,2,Meesho,Tamil Nadu,Pune,"? 11,842.00",21.77,22%,"? 18,527.99","? 6,685.99",,
ORD018505,Mixer Grinder,March,Home,5,Amazon,Telangana,Kochi,"? 19,058.00",26.44,26%,"? 70,095.32","? 22,450.32",,
ORD018506,Running Shoes,July,Electronics,4,Flipkart,Karnataka,Warangal,"? 5,569.00",13.72,14%,"? 19,219.73","? 8,081.73",,
ORD018507,Headphones,December,Home,5,Meesho,Tamil Nadu,Chennai,"? 10,254.00",23.59,24%,"? 39,175.41","? 13,540.41",,
ORD018508,Power Bank,September,Fashion,1,Meesho,Kerala,Salem,"? 9,262.00",9.4,9%,"? 8,391.37","? 3,760.37",,
ORD018509,Mobile Charger,June,Home,4,Meesho,Karnataka,Madurai,"? 17,352.00",11.36,11%,"? 61,523.25","? 26,819.25",,
ORD018510,LED Bulb,January,Computer,4,Flipkart,Karnataka,Madurai,"? 13,810.00",19.54,20%,"? 44,446.10","? 16,826.10",,
ORD018511,Jeans,March,Fashion,1,Flipkart,Maharashtra,Salem,"? 18,369.00",5.46,5%,"? 17,366.05","? 8,181.55",,
ORD018512,Headphones,December,Electronics,4,Meesho,Karnataka,Warangal,"? 9,705.00",27.08,27%,"? 28,307.54","? 8,897.54",,
ORD018513,Jeans,August,Electronics,3,Flipkart,Maharashtra,Madurai,"? 4,951.00",5.82,6%,"? 13,988.56","? 6,562.06",,
ORD018514,Power Bank,October,Computer,2,Amazon,Tamil Nadu,Chennai,"? 11,483.00",12.65,13%,"? 20,060.80","? 8,577.80",,
ORD018515,Running Shoes,May,Fashion,2,Flipkart,Tamil Nadu,Kochi,"? 5,104.00",10.51,11%,"? 9,135.14","? 4,031.14",,
ORD018516,Desk Lamp,August,Computer,4,Flipkart,Maharashtra,Hyderabad,"? 5,338.00",18.58,19%,"? 17,384.80","? 6,708.80",,
ORD018517,Bluetooth Speaker,June,Fashion,5,Meesho,Kerala,Kochi,"? 19,367.00",18.91,19%,"? 78,523.50","? 30,106.00",,
ORD018518,Water Bottle,November,Electronics,3,Amazon,Maharashtra,Warangal,"? 8,822.00",15.44,15%,"? 22,379.65","? 9,146.65",,
ORD018519,Power Bank,February,Computer,3,Amazon,Telangana,Chennai,"? 13,863.00",19.34,19%,"? 33,545.69","? 12,751.19",,
ORD018520,Smart Watch,October,Home,1,Flipkart,Tamil Nadu,Salem,"? 10,407.00",26.65,27%,"? 7,633.53","? 2,430.03",,
ORD018521,Smart Watch,June,Fashion,5,Flipkart,Kerala,Bangalore,"? 17,751.00",20.66,21%,"? 70,418.22","? 26,040.72",,
ORD018522,Running Shoes,December,Home,3,Flipkart,Telangana,Bangalore,"? 5,611.00",12.76,13%,"? 14,685.11","? 6,268.61",,
ORD018523,Power Bank,August,Electronics,2,Amazon,Tamil Nadu,Bangalore,"? 6,115.00",26.09,26%,"? 9,039.19","? 2,924.19",,
ORD018524,USB Cable,May,Electronics,3,Flipkart,Karnataka,Bangalore,"? 3,279.00",13.24,13%,"? 8,534.58","? 3,616.08",,
ORD018525,T-shirt,January,Home,3,Flipkart,Telangana,Kochi,"? 15,848.00",13.93,14%,"? 40,921.12","? 17,149.12",,
ORD018526,Laptop Bag,April,Computer,4,Amazon,Tamil Nadu,Madurai,"? 1,256.00",19.63,20%,"? 4,037.79","? 1,525.79",,
ORD018527,Sofa Cover,October,Electronics,1,Amazon,Maharashtra,Bangalore,"? 13,869.00",27.48,27%,"? 10,057.80","? 3,123.30",,
ORD018528,Smart Watch,August,Computer,4,Meesho,Telangana,Salem,"? 4,480.00",25.56,26%,"? 13,339.65","? 4,379.65",,
ORD018529,Wireless Mouse,December,Electronics,5,Amazon,Maharashtra,Hyderabad,"? 15,612.00",6.72,7%,"? 72,814.37","? 33,784.37",,
ORD018530,Headphones,July,Fashion,4,Meesho,Tamil Nadu,Chennai,"? 14,527.00",24.58,25%,"? 43,825.05","? 14,771.05",,
ORD018531,Wireless Mouse,August,Electronics,3,Meesho,Telangana,Salem,"? 2,182.00",9.03,9%,"? 5,954.90","? 2,681.90",,
ORD018532,Sofa Cover,February,Computer,2,Meesho,Telangana,Pune,"? 13,522.00",14.07,14%,"? 23,238.91","? 9,716.91",,
ORD018533,T-shirt,May,Computer,2,Amazon,Tamil Nadu,Bangalore,"? 3,722.00",18.58,19%,"? 6,060.90","? 2,338.90",,
ORD018534,Mobile Charger,December,Home,1,Amazon,Kerala,Pune,"? 10,195.00",15.02,15%,"? 8,663.71","? 3,566.21",,
ORD018535,Running Shoes,January,Home,4,Amazon,Karnataka,Salem,? 370.00,15.77,16%,"? 1,246.60",? 506.60,,
ORD018536,Smart Watch,September,Home,4,Flipkart,Kerala,Hyderabad,"? 10,104.00",10.26,10%,"? 36,269.32","? 16,061.32",,
ORD018537,Water Bottle,November,Fashion,1,Meesho,Karnataka,Chennai,"? 12,060.00",10.78,11%,"? 10,759.93","? 4,729.93",,
ORD018538,Wireless Mouse,May,Home,5,Flipkart,Telangana,Chennai,"? 15,765.00",16.16,16%,"? 66,086.88","? 26,674.38",,
ORD018539,Mixer Grinder,May,Electronics,3,Meesho,Maharashtra,Pune,"? 15,809.00",12.94,13%,"? 41,289.95","? 17,576.45",,
ORD018540,Wireless Mouse,October,Home,2,Flipkart,Kerala,Kochi,"? 8,085.00",19.33,19%,"? 13,044.34","? 4,959.34",,
ORD018541,Mobile Charger,September,Home,5,Flipkart,Tamil Nadu,Chennai,"? 10,607.00",6.15,6%,"? 49,773.35","? 23,255.85",,
ORD018542,Laptop Bag,April,Electronics,3,Flipkart,Telangana,Hyderabad,"? 5,449.00",25.2,25%,"? 12,227.56","? 4,054.06",,
ORD018543,T-shirt,February,Home,2,Meesho,Kerala,Bangalore,"? 10,317.00",24.51,25%,"? 15,576.61","? 5,259.61",,
ORD018544,Mixer Grinder,February,Fashion,5,Amazon,Maharashtra,Pune,"? 5,631.00",9.25,9%,"? 25,550.66","? 11,473.16",,
ORD018545,LED Bulb,September,Home,5,Flipkart,Telangana,Hyderabad,"? 19,337.00",17.12,17%,"? 80,132.53","? 31,790.03",,
ORD018546,USB Cable,April,Home,5,Flipkart,Telangana,Hyderabad,"? 18,850.00",18.89,19%,"? 76,446.18","? 29,321.18",,
ORD018547,USB Cable,November,Home,5,Amazon,Tamil Nadu,Pune,"? 17,874.00",9.06,9%,"? 81,273.08","? 36,588.08",,
ORD018548,Jeans,December,Home,1,Flipkart,Telangana,Warangal,"? 11,301.00",9.45,9%,"? 10,233.06","? 4,582.56",,
ORD018549,Sofa Cover,February,Computer,5,Amazon,Kerala,Warangal,"? 1,971.00",21.09,21%,"? 7,776.58","? 2,849.08",,
ORD018550,T-shirt,October,Computer,3,Amazon,Telangana,Madurai,? 770.00,25.5,26%,"? 1,720.95",? 565.95,,
ORD018551,Headphones,November,Home,1,Amazon,Maharashtra,Bangalore,"? 5,955.00",19.06,19%,"? 4,819.98","? 1,842.48",,
ORD018552,Gaming Keyboard,July,Electronics,5,Flipkart,Maharashtra,Madurai,"? 4,911.00",13.63,14%,"? 21,208.15","? 8,930.65",,
ORD018553,LED Bulb,May,Home,1,Meesho,Telangana,Kochi,"? 13,963.00",25.49,25%,"? 10,403.83","? 3,422.33",,
ORD018554,USB Cable,October,Fashion,5,Amazon,Karnataka,Salem,"? 19,284.00",27.65,28%,"? 69,759.87","? 21,549.87",,
ORD018555,Desk Lamp,July,Computer,2,Flipkart,Karnataka,Kochi,"? 4,511.00",20.61,21%,"? 7,162.57","? 2,651.57",,
ORD018556,Headphones,August,Home,5,Meesho,Telangana,Hyderabad,"? 8,375.00",11.96,12%,"? 36,866.75","? 15,929.25",,
ORD018557,Office Chair,June,Computer,4,Flipkart,Kerala,Warangal,"? 1,921.00",19.76,20%,"? 6,165.64","? 2,323.64",,
ORD018558,Mixer Grinder,September,Fashion,1,Flipkart,Maharashtra,Warangal,"? 19,322.00",18.42,18%,"? 15,762.89","? 6,101.89",,
ORD018559,Gaming Keyboard,February,Electronics,2,Amazon,Maharashtra,Kochi,"? 18,079.00",7.67,8%,"? 33,384.68","? 15,305.68",,
ORD018560,Tablet Stand,June,Computer,4,Amazon,Karnataka,Chennai,"? 16,812.00",9.85,10%,"? 60,624.07","? 27,000.07",,
ORD018561,LED Bulb,January,Electronics,4,Amazon,Maharashtra,Madurai,"? 11,419.00",28.27,28%,"? 32,763.39","? 9,925.39",,
ORD018562,Water Bottle,August,Fashion,5,Meesho,Kerala,Salem,"? 19,470.00",11.39,11%,"? 86,261.84","? 37,586.84",,
ORD018563,Desk Lamp,September,Fashion,2,Flipkart,Telangana,Salem,"? 18,094.00",18.34,18%,"? 29,551.12","? 11,457.12",,
ORD018564,LED Bulb,June,Fashion,2,Flipkart,Karnataka,Kochi,"? 5,717.00",26.71,27%,"? 8,379.98","? 2,662.98",,
ORD018565,Wireless Mouse,December,Computer,3,Amazon,Karnataka,Madurai,"? 3,726.00",28,28%,"? 8,048.16","? 2,459.16",,
ORD018566,Backpack,January,Home,3,Flipkart,Kerala,Chennai,"? 12,440.00",15.92,16%,"? 31,378.66","? 12,718.66",,
ORD018567,Backpack,October,Home,1,Amazon,Karnataka,Bangalore,"? 19,263.00",10.36,10%,"? 17,267.35","? 7,635.85",,
ORD018568,Desk Lamp,December,Electronics,5,Amazon,Maharashtra,Madurai,"? 16,590.00",20.84,21%,"? 65,663.22","? 24,188.22",,
ORD018569,Mixer Grinder,August,Electronics,1,Amazon,Tamil Nadu,Kochi,"? 18,630.00",15.26,15%,"? 15,787.06","? 6,472.06",,
ORD018570,USB Cable,February,Home,4,Meesho,Tamil Nadu,Warangal,"? 18,149.00",14.65,15%,"? 61,960.69","? 25,662.69",,
ORD018571,Bluetooth Speaker,August,Home,5,Meesho,Telangana,Chennai,"? 17,850.00",22.13,22%,"? 69,498.98","? 24,873.98",,
ORD018572,Power Bank,January,Electronics,2,Flipkart,Telangana,Chennai,"? 9,990.00",15.52,16%,"? 16,879.10","? 6,889.10",,
ORD018573,Mixer Grinder,August,Computer,2,Amazon,Kerala,Hyderabad,"? 18,803.00",12.88,13%,"? 32,762.35","? 13,959.35",,
ORD018574,Smart Watch,August,Computer,3,Meesho,Karnataka,Salem,"? 1,494.00",12.64,13%,"? 3,915.48","? 1,674.48",,
ORD018575,Running Shoes,November,Electronics,5,Amazon,Maharashtra,Chennai,"? 17,763.00",20.22,20%,"? 70,856.61","? 26,449.11",,
ORD018576,Bluetooth Speaker,April,Fashion,3,Amazon,Maharashtra,Hyderabad,"? 8,915.00",29.28,29%,"? 18,914.06","? 5,541.56",,
ORD018577,Running Shoes,January,Fashion,2,Amazon,Telangana,Bangalore,"? 6,104.00",13.52,14%,"? 10,557.48","? 4,453.48",,
ORD018578,T-shirt,May,Home,1,Flipkart,Tamil Nadu,Bangalore,"? 5,232.00",13.43,13%,"? 4,529.34","? 1,913.34",,
ORD018579,Power Bank,December,Home,2,Meesho,Telangana,Bangalore,"? 18,891.00",9.77,10%,"? 34,090.70","? 15,199.70",,
ORD018580,Desk Lamp,October,Home,2,Amazon,Telangana,Hyderabad,"? 9,606.00",11.36,11%,"? 17,029.52","? 7,423.52",,
ORD018581,Backpack,September,Computer,1,Amazon,Telangana,Pune,"? 3,858.00",14.45,14%,"? 3,300.52","? 1,371.52",,
ORD018582,Power Bank,September,Home,5,Amazon,Kerala,Madurai,"? 8,688.00",27.87,28%,"? 31,333.27","? 9,613.27",,
ORD018583,Gaming Keyboard,September,Home,4,Amazon,Maharashtra,Kochi,"? 16,593.00",20.11,20%,"? 53,024.59","? 19,838.59",,
ORD018584,USB Cable,December,Computer,2,Flipkart,Maharashtra,Kochi,? 976.00,10.85,11%,"? 1,740.21",? 764.21,,
ORD018585,Gaming Keyboard,January,Fashion,5,Flipkart,Maharashtra,Chennai,"? 7,498.00",12.2,12%,"? 32,916.22","? 14,171.22",,
ORD018586,Backpack,January,Electronics,1,Amazon,Karnataka,Chennai,"? 4,045.00",16.76,17%,"? 3,367.06","? 1,344.56",,
ORD018587,Mobile Charger,July,Electronics,5,Flipkart,Maharashtra,Hyderabad,"? 11,979.00",8.76,9%,"? 54,648.20","? 24,700.70",,
ORD018588,Smart Watch,December,Computer,2,Amazon,Kerala,Hyderabad,"? 13,213.00",13.87,14%,"? 22,760.71","? 9,547.71",,
ORD018589,Wireless Mouse,August,Electronics,2,Meesho,Tamil Nadu,Salem,"? 12,760.00",13.38,13%,"? 22,105.42","? 9,345.42",,
ORD018590,Desk Lamp,April,Fashion,5,Amazon,Telangana,Warangal,"? 7,115.00",27.85,28%,"? 25,667.36","? 7,879.86",,
ORD018591,Tablet Stand,March,Computer,3,Meesho,Maharashtra,Warangal,"? 9,528.00",8.5,9%,"? 26,154.36","? 11,862.36",,
ORD018592,Gaming Keyboard,December,Electronics,1,Amazon,Maharashtra,Madurai,"? 1,652.00",25.95,26%,"? 1,223.31",? 397.31,,
ORD018593,Gaming Keyboard,March,Fashion,1,Amazon,Kerala,Madurai,"? 1,956.00",9.24,9%,"? 1,775.27",? 797.27,,
ORD018594,Jeans,June,Electronics,5,Flipkart,Tamil Nadu,Kochi,"? 2,906.00",14.52,15%,"? 12,420.24","? 5,155.24",,
ORD018595,Mixer Grinder,February,Fashion,3,Amazon,Tamil Nadu,Warangal,"? 10,227.00",12.45,12%,"? 26,861.22","? 11,520.72",,
ORD018596,Bluetooth Speaker,February,Electronics,2,Flipkart,Maharashtra,Kochi,"? 2,869.00",24.49,24%,"? 4,332.76","? 1,463.76",,
ORD018597,Running Shoes,July,Electronics,1,Meesho,Karnataka,Bangalore,"? 8,031.00",25.8,26%,"? 5,959.00","? 1,943.50",,
ORD018598,Gaming Keyboard,August,Computer,5,Flipkart,Kerala,Warangal,"? 18,271.00",19.68,20%,"? 73,376.34","? 27,698.84",,
ORD018599,Water Bottle,July,Electronics,4,Meesho,Maharashtra,Pune,"? 18,375.00",27.16,27%,"? 53,537.40","? 16,787.40",,
ORD018600,Water Bottle,February,Fashion,5,Meesho,Telangana,Pune,"? 2,670.00",6.77,7%,"? 12,446.21","? 5,771.21",,
ORD018601,Tablet Stand,April,Electronics,3,Amazon,Karnataka,Hyderabad,"? 6,094.00",6.7,7%,"? 17,057.11","? 7,916.11",,
ORD018602,USB Cable,June,Fashion,4,Amazon,Kerala,Hyderabad,"? 6,876.00",15.04,15%,"? 23,367.40","? 9,615.40",,
ORD018603,Water Bottle,March,Electronics,4,Amazon,Kerala,Hyderabad,"? 13,522.00",29.27,29%,"? 38,256.44","? 11,212.44",,
ORD018604,Mobile Charger,November,Fashion,5,Amazon,Telangana,Chennai,"? 12,148.00",8.37,8%,"? 55,656.06","? 25,286.06",,
ORD018605,LED Bulb,March,Electronics,5,Meesho,Maharashtra,Salem,"? 8,941.00",6.2,6%,"? 41,933.29","? 19,580.79",,
ORD018606,Laptop Bag,December,Home,2,Flipkart,Karnataka,Bangalore,"? 7,193.00",16.09,16%,"? 12,071.29","? 4,878.29",,
ORD018607,Wireless Mouse,March,Computer,4,Amazon,Kerala,Salem,"? 7,599.00",11.24,11%,"? 26,979.49","? 11,781.49",,
ORD018608,Power Bank,November,Computer,5,Flipkart,Kerala,Hyderabad,"? 11,987.00",15.95,16%,"? 50,375.37","? 20,407.87",,
ORD018609,Mixer Grinder,February,Home,4,Meesho,Kerala,Warangal,"? 4,550.00",27.02,27%,"? 13,282.36","? 4,182.36",,
ORD018610,Mobile Charger,July,Home,4,Meesho,Kerala,Hyderabad,"? 18,488.00",5.02,5%,"? 70,239.61","? 33,263.61",,
ORD018611,Mobile Charger,December,Electronics,1,Amazon,Telangana,Kochi,"? 10,908.00",27.32,27%,"? 7,927.93","? 2,473.93",,
ORD018612,Running Shoes,May,Home,2,Meesho,Karnataka,Warangal,"? 14,092.00",12.34,12%,"? 24,706.09","? 10,614.09",,
ORD018613,Running Shoes,January,Electronics,1,Flipkart,Telangana,Bangalore,"? 12,430.00",19.05,19%,"? 10,062.09","? 3,847.09",,
ORD018614,Backpack,August,Home,4,Amazon,Karnataka,Hyderabad,"? 17,538.00",13.16,13%,"? 60,920.00","? 25,844.00",,
ORD018615,Laptop Bag,February,Electronics,1,Flipkart,Tamil Nadu,Kochi,"? 15,794.00",27.96,28%,"? 11,378.00","? 3,481.00",,
ORD018616,Jeans,October,Fashion,3,Amazon,Karnataka,Kochi,"? 16,876.00",13.17,13%,"? 43,960.29","? 18,646.29",,
ORD018617,LED Bulb,October,Home,5,Meesho,Tamil Nadu,Kochi,"? 3,220.00",29.05,29%,"? 11,422.95","? 3,372.95",,
ORD018618,Power Bank,March,Computer,4,Amazon,Maharashtra,Chennai,"? 16,595.00",20.5,21%,"? 52,772.10","? 19,582.10",,
ORD018619,T-shirt,December,Home,4,Amazon,Karnataka,Warangal,"? 8,129.00",9.93,10%,"? 29,287.16","? 13,029.16",,
ORD018620,Bluetooth Speaker,January,Home,2,Meesho,Kerala,Pune,"? 16,689.00",19.95,20%,"? 26,719.09","? 10,030.09",,
ORD018621,Headphones,April,Electronics,3,Meesho,Telangana,Chennai,"? 6,893.00",21.76,22%,"? 16,179.25","? 5,839.75",,
ORD018622,Desk Lamp,October,Home,3,Amazon,Telangana,Warangal,"? 2,266.00",14.07,14%,"? 5,841.52","? 2,442.52",,
ORD018623,Bluetooth Speaker,March,Fashion,3,Amazon,Karnataka,Salem,? 615.00,5.99,6%,"? 1,734.48",? 811.98,,
